STM32_v0.1,,,SPS30_SN:929CAFA7A7A481D6
Counter,Latitude,Longitude,gpsUpdated,Speed,Altitude,Satellites,Date,Time,Millis,PM1.0,PM2.5,PM4.0,PM10,Temperature,Humidity,NC0.5,NC1.0,NC2.5,NC4.0,NC10,TypicalParticleSize,TVOC,eCO2,BatteryVIN
29,0.000000,0.000000,0,0.0,0.0,0,20210620,104206,44632,13.63,14.42,14.42,14.42,29.33,55.37,93.71,108.54,108.81,108.84,108.86,0.50,0,0,3.80
30,0.000000,0.000000,0,0.0,0.0,0,20210620,104207,45634,13.53,14.31,14.31,14.31,29.32,55.09,92.98,107.70,107.97,108.00,108.02,0.50,0,0,3.80
31,0.000000,0.000000,0,0.0,0.0,0,20210620,104208,46636,13.41,14.18,14.18,14.18,29.31,54.87,92.17,106.75,107.02,107.05,107.07,0.51,0,0,3.79
32,0.000000,0.000000,0,0.0,0.0,0,20210620,104209,47645,13.34,14.10,14.10,14.10,29.35,54.59,91.65,106.16,106.43,106.45,106.47,0.51,0,0,3.79
33,0.000000,0.000000,0,0.0,0.0,0,20210620,104210,48647,13.23,13.99,13.99,13.99,29.34,54.30,90.91,105.30,105.57,105.59,105.61,0.51,0,0,3.80
34,0.000000,0.000000,0,0.0,0.0,0,20210620,104211,49649,13.12,13.88,13.88,13.88,29.39,54.07,90.21,104.48,104.75,104.77,104.79,0.51,0,0,3.80
35,0.000000,0.000000,0,0.0,0.0,0,20210620,104212,50651,13.01,13.76,13.76,13.76,29.34,53.82,89.43,103.58,103.85,103.87,103.89,0.51,0,0,3.80
36,0.000000,0.000000,0,0.0,0.0,0,20210620,104213,51659,12.92,13.67,13.67,13.67,29.36,53.68,88.82,102.88,103.14,103.16,103.18,0.51,0,0,3.80
37,0.000000,0.000000,0,0.0,0.0,0,20210620,104214,52661,12.84,13.58,13.58,13.58,29.39,53.77,88.24,102.21,102.47,102.49,102.51,0.51,0,0,3.80
38,0.000000,0.000000,0,0.0,0.0,0,20210620,104215,53663,12.75,13.48,13.48,13.48,29.41,53.80,87.64,101.51,101.77,101.80,101.81,0.50,0,0,3.79
39,0.000000,0.000000,0,0.0,0.0,0,20210620,104216,54672,12.72,13.45,13.45,13.45,29.41,53.72,87.41,101.24,101.50,101.52,101.54,0.50,0,0,3.80
40,0.000000,0.000000,0,0.0,0.0,0,20210620,104217,55674,12.70,13.43,13.43,13.43,29.39,53.61,87.31,101.12,101.38,101.41,101.42,0.50,0,0,3.80
41,0.000000,0.000000,0,0.0,0.0,0,20210620,104218,56676,12.69,13.42,13.42,13.42,29.44,53.47,87.21,101.01,101.27,101.29,101.31,0.50,0,0,3.79
42,0.000000,0.000000,0,0.0,0.0,0,20210620,104219,57678,12.68,13.41,13.41,13.41,29.46,53.32,87.18,100.97,101.23,101.25,101.27,0.50,0,0,3.80
43,0.000000,0.000000,0,0.0,0.0,0,20210620,104220,58687,12.65,13.38,13.38,13.38,29.47,53.26,86.97,100.73,100.99,101.01,101.03,0.50,0,0,3.79
44,0.000000,0.000000,0,0.0,0.0,0,20210620,104221,59689,12.64,13.37,13.37,13.37,29.48,53.18,86.90,100.65,100.91,100.93,100.95,0.49,0,0,3.80
45,0.000000,0.000000,0,0.0,0.0,0,20210620,104222,60691,12.63,13.36,13.36,13.36,29.50,53.11,86.83,100.57,100.83,100.85,100.87,0.49,0,0,3.80
46,0.000000,0.000000,0,0.0,0.0,0,20210620,104223,61693,12.62,13.35,13.35,13.35,29.48,53.12,86.77,100.50,100.75,100.78,100.80,0.49,0,0,3.80
47,0.000000,0.000000,0,0.0,0.0,0,20210620,104224,62702,12.62,13.34,13.34,13.34,29.52,53.09,86.71,100.43,100.68,100.71,100.72,0.49,0,0,3.79
48,0.000000,0.000000,0,0.0,0.0,0,20210620,104225,63704,12.59,13.31,13.31,13.31,29.55,52.99,86.54,100.23,100.49,100.51,100.53,0.49,0,0,3.80
49,0.000000,0.000000,0,0.0,0.0,0,20210620,104226,64706,12.56,13.28,13.28,13.28,29.54,52.89,86.35,100.01,100.26,100.29,100.30,0.49,0,0,3.80
50,0.000000,0.000000,0,0.0,0.0,0,20210620,104227,65715,12.51,13.23,13.23,13.23,29.53,52.84,85.97,99.57,99.82,99.85,99.86,0.48,0,0,3.80
51,0.000000,0.000000,0,0.0,0.0,0,20210620,104228,66724,12.46,13.17,13.17,13.17,29.58,52.80,85.61,99.15,99.40,99.43,99.45,0.48,0,0,3.79
52,0.000000,0.000000,0,0.0,0.0,0,20210620,104229,67733,12.42,13.13,13.13,13.13,29.58,52.75,85.37,98.88,99.13,99.15,99.17,0.48,0,0,3.80
53,0.000000,0.000000,0,0.0,0.0,0,20210620,104230,68742,12.41,13.12,13.12,13.12,29.60,52.73,85.29,98.79,99.04,99.06,99.08,0.48,0,0,3.80
54,0.000000,0.000000,0,0.0,0.0,0,20210620,104231,69746,12.38,13.10,13.10,13.10,29.60,52.73,85.12,98.59,98.84,98.87,98.88,0.48,0,0,3.80
55,0.000000,0.000000,0,0.0,0.0,0,20210620,104232,70755,12.36,13.07,13.07,13.07,29.59,52.70,84.94,98.38,98.63,98.66,98.67,0.48,0,0,3.80
56,0.000000,0.000000,0,0.0,0.0,0,20210620,104233,71764,12.35,13.06,13.06,13.06,29.63,52.65,84.91,98.35,98.59,98.62,98.64,0.48,0,0,3.80
57,0.000000,0.000000,0,0.0,0.0,0,20210620,104234,72773,12.41,13.13,13.13,13.13,29.60,52.58,85.32,98.82,99.07,99.10,99.12,0.48,0,0,3.80
58,0.000000,0.000000,0,0.0,0.0,0,20210620,104235,73777,12.45,13.16,13.16,13.16,29.61,52.59,85.56,99.09,99.34,99.37,99.39,0.48,0,0,3.80
59,0.000000,0.000000,0,0.0,0.0,0,20210620,104236,74786,12.48,13.20,13.20,13.20,29.65,52.58,85.80,99.38,99.63,99.65,99.67,0.48,0,0,3.79
60,0.000000,0.000000,0,0.0,0.0,0,20210620,104237,75795,12.54,13.26,13.26,13.26,29.67,52.51,86.16,99.79,100.05,100.07,100.09,0.48,0,0,3.79
61,0.000000,0.000000,0,0.0,0.0,0,20210620,104238,76796,12.58,13.30,13.30,13.30,29.67,52.40,86.45,100.13,100.38,100.41,100.42,0.48,0,0,3.79
62,0.000000,0.000000,0,0.0,0.0,0,20210620,104239,77804,12.60,13.33,13.33,13.33,29.67,52.32,86.62,100.33,100.58,100.61,100.62,0.48,0,0,3.79
63,0.000000,0.000000,0,0.0,0.0,0,20210620,104240,78806,12.61,13.33,13.33,13.33,29.70,52.22,86.65,100.36,100.61,100.64,100.65,0.48,0,0,3.79
64,0.000000,0.000000,0,0.0,0.0,0,20210620,104241,79808,12.66,13.38,13.38,13.38,29.71,52.16,86.98,100.74,101.00,101.02,101.04,0.48,0,0,3.80
65,0.000000,0.000000,0,0.0,0.0,0,20210620,104242,80816,12.62,13.35,13.35,13.35,29.72,52.08,86.76,100.48,100.74,100.76,100.78,0.48,0,0,3.80
66,0.000000,0.000000,0,0.0,0.0,0,20210620,104243,81818,12.54,13.27,13.27,13.27,29.71,52.06,86.22,99.87,100.12,100.14,100.16,0.48,0,0,3.79
67,0.000000,0.000000,0,0.0,0.0,0,20210620,104244,82819,12.53,13.25,13.25,13.25,29.72,52.04,86.12,99.75,100.00,100.03,100.05,0.47,0,0,3.80
68,0.000000,0.000000,0,0.0,0.0,0,20210620,104245,83820,12.54,13.26,13.26,13.26,29.76,51.97,86.20,99.84,100.09,100.12,100.14,0.47,0,0,3.80
69,0.000000,0.000000,0,0.0,0.0,0,20210620,104246,84828,12.53,13.25,13.25,13.25,29.73,51.90,86.10,99.72,99.98,100.00,100.02,0.47,0,0,3.79
70,0.000000,0.000000,0,0.0,0.0,0,20210620,104247,85828,12.49,13.21,13.21,13.21,29.78,51.84,85.85,99.44,99.69,99.72,99.73,0.47,0,0,3.80
71,0.000000,0.000000,0,0.0,0.0,0,20210620,104248,86837,12.47,13.19,13.19,13.19,29.79,51.81,85.71,99.27,99.52,99.55,99.56,0.47,0,0,3.79
72,0.000000,0.000000,0,0.0,0.0,0,20210620,104249,87846,12.48,13.19,13.19,13.19,29.82,51.75,85.75,99.32,99.57,99.60,99.61,0.47,0,0,3.80
73,0.000000,0.000000,0,0.0,0.0,0,20210620,104250,88850,12.51,13.22,13.22,13.22,29.82,51.67,85.95,99.55,99.80,99.83,99.84,0.47,0,0,3.80
74,0.000000,0.000000,0,0.0,0.0,0,20210620,104251,89859,12.51,13.23,13.23,13.23,29.84,51.57,86.00,99.61,99.86,99.89,99.90,0.47,0,0,3.79
75,0.000000,0.000000,0,0.0,0.0,0,20210620,104252,90868,12.54,13.26,13.26,13.26,29.84,51.48,86.20,99.84,100.09,100.12,100.14,0.47,0,0,3.79
76,0.000000,0.000000,0,0.0,0.0,0,20210620,104253,91869,12.58,13.30,13.30,13.30,29.79,51.40,86.47,100.15,100.40,100.43,100.45,0.47,0,0,3.80
77,0.000000,0.000000,0,0.0,0.0,0,20210620,104254,92877,12.61,13.34,13.34,13.34,29.85,51.41,86.68,100.39,100.65,100.67,100.69,0.47,0,0,3.79
78,0.000000,0.000000,0,0.0,0.0,0,20210620,104255,93879,12.67,13.40,13.40,13.40,29.88,51.68,87.11,100.89,101.14,101.17,101.19,0.47,0,0,3.80
79,0.000000,0.000000,0,0.0,0.0,0,20210620,104256,94881,12.77,13.50,13.50,13.50,29.88,51.74,87.76,101.65,101.91,101.93,101.95,0.47,0,0,3.80
80,0.000000,0.000000,0,0.0,0.0,0,20210620,104257,95890,12.84,13.57,13.57,13.57,29.86,51.71,88.22,102.18,102.44,102.47,102.48,0.46,0,0,3.80
81,0.000000,0.000000,0,0.0,0.0,0,20210620,104258,96892,12.90,13.64,13.64,13.64,29.89,51.61,88.68,102.71,102.97,102.99,103.01,0.47,0,0,3.80
82,0.000000,0.000000,0,0.0,0.0,0,20210620,104259,97894,12.95,13.70,13.70,13.70,29.90,52.11,89.02,103.10,103.36,103.39,103.41,0.47,0,0,3.80
83,0.000000,0.000000,0,0.0,0.0,0,20210620,104300,98896,13.00,13.75,13.75,13.75,29.93,52.41,89.37,103.51,103.77,103.80,103.81,0.47,0,0,3.79
84,0.000000,0.000000,0,0.0,0.0,0,20210620,104301,99905,13.00,13.75,13.75,13.75,29.95,52.86,89.35,103.49,103.75,103.77,103.79,0.47,0,0,3.79
85,0.000000,0.000000,0,0.0,0.0,0,20210620,104302,100907,13.07,13.82,13.82,13.82,29.96,53.05,89.83,104.05,104.31,104.34,104.36,0.47,0,0,3.79
86,0.000000,0.000000,0,0.0,0.0,0,20210620,104303,101910,13.19,13.95,13.95,13.95,29.92,53.13,90.67,105.02,105.28,105.31,105.33,0.48,0,0,3.79
87,0.000000,0.000000,0,0.0,0.0,0,20210620,104304,102913,13.31,14.07,14.07,14.07,29.99,53.57,91.46,105.93,106.20,106.23,106.24,0.48,0,0,3.80
88,0.000000,0.000000,0,0.0,0.0,0,20210620,104305,103923,13.38,14.14,14.14,14.14,30.01,55.20,91.94,106.48,106.75,106.78,106.80,0.47,0,0,3.80
89,0.000000,0.000000,0,0.0,0.0,0,20210620,104306,104926,13.47,14.24,14.24,14.24,30.04,58.28,92.58,107.23,107.50,107.53,107.55,0.47,0,0,3.80
