,Time,Number,Size,LDSA,Filter,Diff,Timestamp,Sensor,Station,Date,Session Id
24,1274.5,2660,53,"7,93","6,5","2,94",2021-10-05 07:22:14,DiSC,Medborgarplatsen,2021-10-05,20211005-1
25,1284.5,2132,61,"7,43","6,37","2,47",2021-10-05 07:22:24,DiSC,Medborgarplatsen,2021-10-05,20211005-1
26,1294.5,2498,"57,1","8,08","6,79","2,83",2021-10-05 07:22:34,DiSC,Medborgarplatsen,2021-10-05,20211005-1
27,1304.5,3393,"54,9","10,52","8,72","3,79",2021-10-05 07:22:44,DiSC,Medborgarplatsen,2021-10-05,20211005-1
28,1314.5,3233,"56,4","10,31","8,62","3,65",2021-10-05 07:22:54,DiSC,Medborgarplatsen,2021-10-05,20211005-1
29,1964.5,4789,"51,7","13,89","11,28","5,25",2021-10-05 07:33:44,DiSC,Rådmansgatan,2021-10-05,20211005-1
30,1974.5,4637,"51,3","13,31","10,76","5,06",2021-10-05 07:33:54,DiSC,Rådmansgatan,2021-10-05,20211005-1
31,1984.5,4829,"50,6","13,67","11,01","5,25",2021-10-05 07:34:04,DiSC,Rådmansgatan,2021-10-05,20211005-1
32,1994.5,4841,"50,4","13,64","10,96","5,26",2021-10-05 07:34:14,DiSC,Rådmansgatan,2021-10-05,20211005-1
33,2004.5,5177,"50,5","14,6","11,74","5,62",2021-10-05 07:34:24,DiSC,Rådmansgatan,2021-10-05,20211005-1
34,2014.5,4727,"52,5","13,93","11,37","5,2",2021-10-05 07:34:34,DiSC,Rådmansgatan,2021-10-05,20211005-1
35,2024.5,4502,"53,3","13,5","11,07","4,98",2021-10-05 07:34:44,DiSC,Rådmansgatan,2021-10-05,20211005-1
36,2034.5,4876,"52,9","14,5","11,86","5,38",2021-10-05 07:34:54,DiSC,Rådmansgatan,2021-10-05,20211005-1
37,934.5,22583,"37,6","45,97","32,48","22,09",2021-10-05 07:16:34,DiSC,Skanstull,2021-10-05,20211005-1
38,944.5,24078,"42,9","56,74","42,6","24,71",2021-10-05 07:16:44,DiSC,Skanstull,2021-10-05,20211005-1
39,954.5,29454,"45,4","73,82","56,67","30,79",2021-10-05 07:16:54,DiSC,Skanstull,2021-10-05,20211005-1
40,964.5,28304,"37,7","57,74","40,81","27,69",2021-10-05 07:17:04,DiSC,Skanstull,2021-10-05,20211005-1
41,974.5,28819,"35,3","54,64","37,36","27,48",2021-10-05 07:17:14,DiSC,Skanstull,2021-10-05,20211005-1
42,984.5,24044,"39,4","51,55","37,25","23,93",2021-10-05 07:17:24,DiSC,Skanstull,2021-10-05,20211005-1
43,994.5,22212,"31,1","36,57","23,35","20,09",2021-10-05 07:17:34,DiSC,Skanstull,2021-10-05,20211005-1
44,1004.5,16450,"33,5","29,44","19,62","15,37",2021-10-05 07:17:44,DiSC,Skanstull,2021-10-05,20211005-1
45,1014.5,4596,"53,3","13,79","11,31","5,09",2021-10-05 07:17:54,DiSC,Skanstull,2021-10-05,20211005-1
46,1024.5,6146,"48,2","16,46",13,"6,57",2021-10-05 07:18:04,DiSC,Skanstull,2021-10-05,20211005-1
47,1444.5,2687,"58,3","8,89","7,51","3,06",2021-10-05 07:25:04,DiSC,Slussen,2021-10-05,20211005-1
48,1454.5,2703,"57,4","8,8","7,4","3,07",2021-10-05 07:25:14,DiSC,Slussen,2021-10-05,20211005-1
49,1464.5,2415,"61,8","8,53","7,34","2,81",2021-10-05 07:25:24,DiSC,Slussen,2021-10-05,20211005-1
50,1474.5,2472,"59,8","8,42","7,17","2,85",2021-10-05 07:25:34,DiSC,Slussen,2021-10-05,20211005-1
51,1484.5,2458,"61,3","8,61","7,39","2,85",2021-10-05 07:25:44,DiSC,Slussen,2021-10-05,20211005-1
52,1494.5,2501,"60,6","8,64","7,39","2,89",2021-10-05 07:25:54,DiSC,Slussen,2021-10-05,20211005-1
53,1504.5,3759,53,"11,19","9,16","4,15",2021-10-05 07:26:04,DiSC,Slussen,2021-10-05,20211005-1
54,1514.5,4522,"54,3","13,83","11,42","5,03",2021-10-05 07:26:14,DiSC,Slussen,2021-10-05,20211005-1
